DUR	Of course, they would be closing in 5 minutes, so I would have to hurry up or get it the next day.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long until they close? Which time unit best describes it?
DUR	Does your budget limit you to how long you can stay in each place?	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long can you stay in each place given your budget? Which time unit best describes it?
TYP	If you need someone to help you out with your heating problems, I DEFINITELY would call TIGER HEATING and AIR.	37 38 39 40 120 121 122 123 124 125 126 127	0.157 0.001 0.157 0.683 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does this usually happen? Which time unit best describes it?
DUR	That's because of the buffer that holds the data until it's ready to be recorded to the memory card.	1 2 3 4 5 6 7 8 9 120 121 122	0.7412392700826488 0.24912843928090708 0.009458406390501939 0.00016606286478555588 7.30646267660146e-06 5.120999881870982e-07 2.807187666675083e-09 1.1281434169352893e-11 2.2746998844715235e-14 0.0 0.0 0.0	How long does the buffer hold the data until it is recorded to the memory card? Which time unit best describes it?
DUR	Even taking into account the fact that my 3-year-old wanted to run most of the way round, it took us just over one hour, start to finish.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did the outing take from start to finish? Which time unit best describes it?
DUR	Amid worsening conditions, officials plan to evacuate a New Orleans stadium where up to 20,000 people took shelter.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long will it take to evacuate the stadium? Which time unit best describes it?
TYP	Arctic summer sea ice will decline by 50 percent by the end of the 21st century, the assessment found, with some models predicting complete disappearance of summer sea ice.	37 38 39 40 120 121 122 123 124 125 126 127	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does the decline of Arctic sea ice typically occur? Which time unit best describes it?
TYP	The night I drove back home, I found that the rear window has some leakage.	10 11 12 13 14 15 16 17 120 121 122 123	0.001 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0	At what time does driving back home usually happen? Which time unit best describes it?
TYP	I ended up getting a pair of zebra finches for Christmas.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683	At what time does this usually happen? Which time unit best describes getting a pair of zebra finches for Christmas?
FREQ	I mentioned it to my boss, and she said to start doing yoga.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often should I start doing yoga? Which time unit best describes it?
TYP	Anyway, I tried to get a preorder, but no places were selling it, so I missed out on 2/3 weekend events.	18 19 20 21 22 23 24 120 121 122 123 124	0.001 0.0 0.0 0.001 0.157 0.683 0.157 0.0 0.0 0.0 0.0 0.0	At what time does this usually happen? Which time unit best describes it?
DUR	My friend called the hotel to cancel our room as soon as I called her.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long did it take to call the hotel to cancel the room? Which time unit best describes it?
DUR	Prominent Builders in New Jersey are one of the best building contractors; I was referred to them by my friend. I am so glad I used them for my home renovation and addition.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long did the home renovation and addition take? Which time unit best describes it?
DUR	He stood there and told us how he wasn't at fault.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long did he stand there and tell us he wasn't at fault? Which time unit best describes it?
DUR	Then 1 lap at a walk around the arena with both my legs pulled out as far as I can, so they are not touching the saddle.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long does one lap at a walk around the arena take? Which time unit best describes it?
DUR	I spent $2300 on the bedroom suite, which was complete and in excellent condition on the showroom floor.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did the purchase of the bedroom suite take? Which time unit best describes it?
DUR	From first meeting with them to launch of my website, everything went smooth and on schedule.	1 2 3 4 5 6 7 8 9 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How long did it take from the first meeting with them to the launch of the website? Which time unit best describes it?
DUR	The last three years of the Iraq occupation, however, have sapped this confidence.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long did the period of the Iraq occupation that sapped this confidence last? Which time unit best describes it?
FREQ	Musk, which is scraped from their genitals once a day for as long as they can survive, makes the scent of perfume last a bit longer after each application.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often is musk scraped from their genitals? Which time unit best describes it?
DUR	In today's instant world, there's no reason for the instructor not to even have given us a phone call or e-mail if she was going to be late.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long would it take the instructor to give a phone call or send an e-mail? Which time unit best describes it?
DUR	39% - Percentage of tax cuts that will go to the top 1 per cent of American families when fully phased in.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long did it take for the tax cuts to be fully phased in? Which time unit best describes it?
DUR	Also, if they have diarrhea, check in with your foster coordinator.	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long does an episode of diarrhea typically last? Which time unit best describes it?
FREQ	I've had a lot of cats who refused to eat the canned food.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do the cats refuse to eat the canned food? Which time unit best describes it?
FREQ	Thou art growing less doltish and more shrewd every day, Sancho, said Don Quixote.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often is Sancho becoming less doltish and more shrewd? Which time unit best describes it?
DUR	"In Vietnam, when a baby was born, they must be named ""first name"" according to that of their fathers."	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long does the naming of a newborn usually take? Which time unit best describes it?
FREQ	At present, there are no plans for additional meetings with foreign powers to discuss the Bush exploration initiative or to extend an invitation to China to join the space station partnership, Beutel said.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do meetings with foreign powers to discuss the Bush exploration initiative occur? Which time unit best describes it?
DUR	However, with BNA offering one day of free parking due to construction of the new rental car facility, it may be cheaper to park at BNA.	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long is the free parking offer? Which time unit best describes it?
DUR	I don't know if the kid had a bad day or what, but I had to sit and apologize about nothing for 10 minutes until he dropped the issue.	1 2 3 4 5 6 7 8 9 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How long did you have to sit and apologize? Which time unit best describes it?
DUR	After seventeen days, the delivery van showed up at my home, minus two pieces.	1 2 3 4 5 6 7 8 9 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How long did it take for the delivery van to show up at my home? Which time unit best describes it?
FREQ	Wax worms and meal worms should only be offered as treat items, for variety's sake.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often should wax worms and meal worms be offered as treats? Which time unit best describes it?
TYP	Plus, the drinks are self-service; have fun trying to negotiate the small cafeteria space to get your coffee, juice, or water.	10 11 12 13 14 15 16 17 120 121 122 123	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.001 0.0 0.0 0.0 0.0	At what time does getting coffee or juice from the self-service cafeteria usually happen? Which time unit best describes it?
FREQ	No one employs people from Hartpury because of what they received on work experience.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often are people from Hartpury employed because of their work experience? Which time unit best describes it?
TYP	And as far as scheduled visits go, I have no idea.	10 11 12 13 14 15 16 17 120 121 122 123	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time do scheduled visits usually happen? Which time unit best describes it?
DUR	I picked it up when it was finished and was charged $30.00.	1 2 3 4 5 6 7 8 9 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How long did it take to finish before I picked it up? Which time unit best describes the duration?
DUR	There is considerable evidence that it is developing both a long-range missile force and a range of weapons of mass destruction.	1 2 3 4 5 6 7 8 9 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How long did it take to develop the long - range missile force and weapons of mass destruction? Which time unit best describes it?
